195153448,1,102041,102158
2005018,2,102042,102159
60973129,3,102043,102160
374157065,4,102044,102161
393045218,5,102044,102162
399135782,6,102043,102163
425176428,7,102045,102164
671870432,8,102046,102165
679425608,9,102047,102166
074322678X,10,102041,102167
771074670,11,102048,102168
080652121X,12,102045,102169
887841740,13,102049,102170
1552041778,14,102044,102171
1558746218,15,102050,102172
1567407781,16,102050,102173
1575663937,17,102044,102174
1881320189,18,102051,102175
440234743,19,102044,102176
452264464,20,102051,102177
609804618,21,102044,102178
1841721522,22,102042,102179
1879384493,23,102052,102180
61076031,24,102045,102181
439095026,25,102044,102182
689821166,26,102050,102183
971880107,27,102049,102184
345402871,28,102053,102185
345417623,29,102045,102185
684823802,30,102047,102167
375759778,31,102052,102186
425163091,32,102050,102164
3404921038,33,102041,102187
3442353866,34,102042,102188
3442410665,35,102043,102188
3442446937,36,102045,102188
375406328,37,102045,102189
446310786,38,102048,102190
449005615,39,102041,102185
60168013,40,102046,102191
038078243X,41,102047,102192
055321215X,42,102054,102193
067176537X,43,102055,102194
61099686,44,102056,102195
553582909,45,102045,102196
671888587,46,102051,102197
553582747,47,102042,102196
425182908,48,102041,102164
042518630X,49,102041,102164
440223571,50,102053,102176
812523873,51,102044,102198
842342702,52,102045,102199
440225701,53,102044,102176
60914068,54,102048,102200
156047624,55,102057,102201
245542957,56,102058,102202
380715899,57,102059,102203
553280333,58,102059,102193
961769947,59,102046,102204
964778319,60,102041,102205
671623249,61,102060,102197
679810307,62,102043,102206
679865691,62,102056,102206
2070423204,63,102041,102207
345260317,64,102061,102185
394743741,65,102062,102166
042511774X,66,102051,102164
804106304,6,102051,102208
1853262404,67,102050,102209
312970242,68,102045,102210
1853260053,69,102053,102209
1414035004,70,102052,102211
60938412,71,102052,102212
140067477,72,102054,102213
345465083,39,102052,102185
451625889,73,102063,102214
1558531025,74,102043,102215
441783589,75,102064,102216
394895894,76,102048,102206
1569871213,77,102056,102217
375410538,78,102045,102218
966986105,79,102044,102219
087113375X,80,102065,102220
340767936,81,102045,102221
743403843,82,102041,102222
60930365,83,102044,102223
60177586,84,102051,102191
71416331,85,102052,102224
375509038,86,102052,102166
553062042,87,102066,102225
316769487,88,102043,102226
8445071408,89,102042,102227
8445071769,89,102042,102227
8445071777,89,102042,102228
679429220,90,102051,102166
671867156,46,102050,102197
312252617,91,102042,102210
312261594,92,102042,102210
316748641,93,102041,102229
316973742,94,102041,102229
385235941,95,102064,102230
446677450,96,102045,102231
451166892,97,102047,102214
553347594,98,102056,102193
671621009,99,102060,102194
067976397X,100,102056,102232
684822733,101,102047,102194
786868716,102,102052,102233
8472238822,103,102041,102234
671864769,104,102059,102235
671521519,105,102056,102197
440222303,106,102047,102176
312953453,107,102051,102210
446608653,108,102045,102231
446612545,109,102052,102231
446612618,108,102052,102231
451208080,110,102052,102214
553584383,111,102049,102196
671027360,112,102042,102236
812575954,113,102045,102237
316735736,114,102049,102229
743439740,115,102041,102197
345372700,116,102043,102185
380619458,117,102065,102238
446325805,118,102051,102239
451406923,119,102047,102240
671042858,120,102045,102197
743249992,121,102052,102241
840734530,122,102059,102242
425184226,123,102041,102164
375500766,124,102044,102166
9724119378,125,102050,102243
451205197,126,102041,102214
60929790,127,102050,102223
60976845,128,102047,102223
61099325,129,102059,102195
671004573,46,102042,102197
446601640,130,102051,102231
330484516,131,102042,102244
038572179X,132,102052,102245
393020371,133,102042,102246
1900850303,134,102044,102247
1903019699,135,102045,102248
345425294,136,102041,102249
451410319,137,102041,102240
553583468,138,102041,102196
8420639133,139,102042,102250
8476409419,140,102042,102251
380778556,141,102051,102192
451525221,142,102046,102214
2740230,143,102044,102252
385336772,144,102052,102253
440949424,145,102060,102254
505524996,146,102041,102255
140252800,147,102053,102256
451452755,148,102046,102257
812575482,149,102041,102258
044651747X,130,102056,102231
60801263,150,102048,102259
61030147,151,102042,102203
140250964,152,102056,102213
446527165,153,102045,102231
671461494,154,102057,102197
385337639,155,102052,102253
039575514X,156,102056,102260
451206673,157,102041,102214
330332775,158,102053,102261
486284735,42,102056,102262
671021745,159,102050,102183
671047612,159,102045,102183
671504282,159,102056,102263
399138684,160,102051,102163
785263292,161,102052,102264
830714014,162,102067,102265
345354931,163,102065,102266
553278223,164,102068,102267
3150000335,165,102069,102268
3257203659,166,102041,102269
3257207522,167,102062,102270
3257208626,166,102051,102271
3257208634,166,102066,102270
3257208669,166,102052,102269
3257210450,166,102044,102270
3257212054,166,102045,102270
3257212429,166,102045,102270
3257214154,166,102045,102270
3257216416,166,102048,102270
3257233051,168,102041,102228
342311360X,127,102069,102272
3423116714,169,102046,102273
3423241489,170,102050,102273
3426605686,171,102047,102274
3453212150,172,102041,102275
3462021095,173,102043,102276
3492045642,174,102052,102277
3498020862,175,102041,102278
3499110695,176,102070,102279
3499151502,176,102050,102279
3518111000,177,102066,102280
3548254268,178,102041,102281
3570300099,172,102041,102282
3596292646,179,102045,102283
